split,segment_name,waymo_weather,predicted_weather,prediction_confidence,prob_sun_clear,prob_cloudy,prob_foggy,prob_rain,prob_snow,location,time_of_day,total_frames,labeled_frames,date,day_of_week,hour_of_day,local_time,tfrecord
train,15374821596407640257_3388_480_3408_480,sunny,sun/clear,0.5671,0.5671,0.0617,0.0134,0.2831,0.0747,location_phx,Day,198,30,2017-11-25,Saturday,15,15:34:28,segment-15374821596407640257_3388_480_3408_480_with_camera_labels.tfrecord
train,15379350264706417068_3120_000_3140_000,sunny,rain/storm,0.4948,0.121,0.2002,0.0222,0.4948,0.1618,location_sf,Day,199,30,2019-05-21,Tuesday,12,12:05:08,segment-15379350264706417068_3120_000_3140_000_with_camera_labels.tfrecord
train,15445436653637630344_3957_561_3977_561,sunny,sun/clear,0.9916,0.9916,0.0057,0.0003,0.0006,0.0017,location_phx,Day,199,30,2017-10-23,Monday,11,11:37:05,segment-15445436653637630344_3957_561_3977_561_with_camera_labels.tfrecord
train,15448466074775525292_2920_000_2940_000,sunny,rain/storm,0.8179,0.0013,0.0142,0.0087,0.8179,0.1579,location_sf,Day,199,30,2019-05-15,Wednesday,16,16:17:16,segment-15448466074775525292_2920_000_2940_000_with_camera_labels.tfrecord
train,15458436361042752328_3549_030_3569_030,sunny,sun/clear,0.9895,0.9895,0.0053,0.0008,0.003,0.0013,location_phx,Day,198,30,2017-10-27,Friday,15,15:21:20,segment-15458436361042752328_3549_030_3569_030_with_camera_labels.tfrecord
train,15482064737890453610_5180_000_5200_000,sunny,rain/storm,0.9279,0.001,0.0086,0.0139,0.9279,0.0485,location_sf,Day,198,30,2019-05-29,Wednesday,18,18:44:41,segment-15482064737890453610_5180_000_5200_000_with_camera_labels.tfrecord
train,15533468984793020049_800_000_820_000,sunny,rain/storm,0.8865,0.0017,0.0069,0.0059,0.8865,0.0989,location_sf,Day,197,30,2019-03-25,Monday,7,07:50:37,segment-15533468984793020049_800_000_820_000_with_camera_labels.tfrecord
train,15535062863944567958_1100_000_1120_000,sunny,rain/storm,0.907,0.006,0.0224,0.0014,0.907,0.0632,location_sf,Day,199,30,2019-05-14,Tuesday,7,07:31:32,segment-15535062863944567958_1100_000_1120_000_with_camera_labels.tfrecord
train,15539619898625779290_760_000_780_000,sunny,rain/storm,0.481,0.0024,0.0164,0.0447,0.481,0.4556,location_sf,Day,198,30,2019-03-27,Wednesday,8,08:45:00,segment-15539619898625779290_760_000_780_000_with_camera_labels.tfrecord
train,15550613280008674010_1780_000_1800_000,sunny,sun/clear,0.8944,0.8944,0.026,0.0013,0.0631,0.0152,location_sf,Day,198,30,2019-03-18,Monday,15,15:40:22,segment-15550613280008674010_1780_000_1800_000_with_camera_labels.tfrecord
train,15578655130939579324_620_000_640_000,sunny,rain/storm,0.5161,0.0867,0.0443,0.0079,0.5161,0.345,location_sf,Day,199,30,2018-11-26,Monday,16,16:09:16,segment-15578655130939579324_620_000_640_000_with_camera_labels.tfrecord
train,15628918650068847391_8077_670_8097_670,sunny,sun/clear,0.9337,0.9337,0.0207,0.01,0.0238,0.0118,location_phx,Day,197,30,2017-10-24,Tuesday,16,16:55:31,segment-15628918650068847391_8077_670_8097_670_with_camera_labels.tfrecord
train,15644354861949427452_3645_350_3665_350,sunny,sun/clear,0.9656,0.9656,0.013,0.0022,0.0134,0.0059,location_phx,Day,198,40,2017-10-14,Saturday,16,16:34:24,segment-15644354861949427452_3645_350_3665_350_with_camera_labels.tfrecord
train,15646511153936256674_1620_000_1640_000,sunny,rain/storm,0.474,0.0222,0.0568,0.0086,0.474,0.4385,location_sf,Day,198,30,2019-05-08,Wednesday,10,10:14:14,segment-15646511153936256674_1620_000_1640_000_with_camera_labels.tfrecord
train,15696964848687303249_4615_200_4635_200,sunny,rain/storm,0.6991,0.2082,0.0419,0.004,0.6991,0.0468,location_other,Day,198,30,2017-10-05,Thursday,15,15:13:37,segment-15696964848687303249_4615_200_4635_200_with_camera_labels.tfrecord
train,15717839202171538526_1124_920_1144_920,sunny,sun/clear,0.8929,0.8929,0.0249,0.0051,0.0392,0.038,location_phx,Day,198,19,2017-11-22,Wednesday,16,16:14:58,segment-15717839202171538526_1124_920_1144_920_with_camera_labels.tfrecord
train,15787777881771177481_8820_000_8840_000,sunny,sun/clear,0.7456,0.7456,0.1441,0.0114,0.0736,0.0252,location_phx,Day,198,39,2017-10-12,Thursday,8,08:21:12,segment-15787777881771177481_8820_000_8840_000_with_camera_labels.tfrecord
train,15795616688853411272_1245_000_1265_000,sunny,rain/storm,0.3615,0.0078,0.2712,0.3112,0.3615,0.0483,location_phx,Day,199,30,2018-03-24,Saturday,16,16:56:39,segment-15795616688853411272_1245_000_1265_000_with_camera_labels.tfrecord
train,15803855782190483017_1060_000_1080_000,sunny,sun/clear,0.4948,0.4948,0.2485,0.055,0.1539,0.0479,location_phx,Day,198,39,2018-02-14,Wednesday,16,16:55:44,segment-15803855782190483017_1060_000_1080_000_with_camera_labels.tfrecord
train,15832924468527961_1564_160_1584_160,sunny,sun/clear,0.9887,0.9887,0.0076,0.0008,0.002,0.0009,location_phx,Day,198,30,2017-10-10,Tuesday,16,16:40:26,segment-15832924468527961_1564_160_1584_160_with_camera_labels.tfrecord
train,15834329472172048691_2956_760_2976_760,sunny,cloudy/overcast,0.3713,0.1833,0.3713,0.0113,0.2512,0.1829,location_phx,Day,199,20,2018-03-22,Thursday,16,16:34:39,segment-15834329472172048691_2956_760_2976_760_with_camera_labels.tfrecord
train,15844593126368860820_3260_000_3280_000,sunny,rain/storm,0.4324,0.3336,0.0631,0.0047,0.4324,0.1663,location_sf,Day,198,20,2019-05-29,Wednesday,18,18:12:41,segment-15844593126368860820_3260_000_3280_000_with_camera_labels.tfrecord
train,15857303257471811288_1840_000_1860_000,sunny,rain/storm,0.8664,0.0003,0.0081,0.0401,0.8664,0.0851,location_sf,Day,199,30,2018-11-27,Tuesday,14,14:31:39,segment-15857303257471811288_1840_000_1860_000_with_camera_labels.tfrecord
train,15868625208244306149_4340_000_4360_000,sunny,sun/clear,0.9035,0.9035,0.0217,0.0007,0.0454,0.0287,location_sf,Day,198,20,2019-02-21,Thursday,11,11:58:30,segment-15868625208244306149_4340_000_4360_000_with_camera_labels.tfrecord
train,15882343134097151256_4820_000_4840_000,sunny,rain/storm,0.9005,0.0001,0.0014,0.0029,0.9005,0.095,location_sf,Day,198,30,2019-05-29,Wednesday,18,18:38:41,segment-15882343134097151256_4820_000_4840_000_with_camera_labels.tfrecord
train,15903184480576180688_3160_000_3180_000,sunny,rain/storm,0.9839,0.0008,0.0057,0.0004,0.9839,0.0092,location_sf,Day,198,20,2019-05-07,Tuesday,15,15:12:57,segment-15903184480576180688_3160_000_3180_000_with_camera_labels.tfrecord
train,15903544160717261009_3961_870_3981_870,sunny,rain/storm,0.5923,0.2556,0.0406,0.0078,0.5923,0.1036,location_phx,Day,198,20,2017-10-06,Friday,15,15:35:27,segment-15903544160717261009_3961_870_3981_870_with_camera_labels.tfrecord
train,15942468615931009553_1243_190_1263_190,sunny,sun/clear,0.9833,0.9833,0.0077,0.0008,0.0029,0.0053,location_phx,Day,199,20,2017-10-06,Friday,14,14:32:45,segment-15942468615931009553_1243_190_1263_190_with_camera_labels.tfrecord
train,15943938987133888575_2767_300_2787_300,sunny,sun/clear,0.9264,0.9264,0.0574,0.0031,0.0095,0.0036,location_phx,Day,198,20,2017-10-01,Sunday,17,17:28:08,segment-15943938987133888575_2767_300_2787_300_with_camera_labels.tfrecord
train,16034875274658204340_240_000_260_000,sunny,rain/storm,0.966,0.0012,0.0152,0.003,0.966,0.0146,location_sf,Day,198,30,2019-05-31,Friday,9,09:12:45,segment-16034875274658204340_240_000_260_000_with_camera_labels.tfrecord
train,16042842363202855955_265_000_285_000,sunny,rain/storm,0.9498,0.0013,0.0111,0.007,0.9498,0.0308,location_phx,Day,199,20,2018-04-01,Sunday,11,11:10:16,segment-16042842363202855955_265_000_285_000_with_camera_labels.tfrecord
train,16042886962142359737_1060_000_1080_000,sunny,rain/storm,0.9765,0.0005,0.0054,0.002,0.9765,0.0156,location_sf,Day,199,30,2019-05-17,Friday,17,17:59:31,segment-16042886962142359737_1060_000_1080_000_with_camera_labels.tfrecord
train,1605912288178321742_451_000_471_000,sunny,snow/frosty,0.4319,0.0008,0.0124,0.1964,0.3584,0.4319,location_other,Day,197,33,2018-04-05,Thursday,11,11:51:20,segment-1605912288178321742_451_000_471_000_with_camera_labels.tfrecord
train,16080705915014211452_620_000_640_000,sunny,rain/storm,0.7054,0.0739,0.099,0.0865,0.7054,0.0353,location_sf,Dawn/Dusk,182,29,2019-01-17,Thursday,17,17:38:17,segment-16080705915014211452_620_000_640_000_with_camera_labels.tfrecord
train,16087604685956889409_40_000_60_000,sunny,sun/clear,0.7789,0.7789,0.0754,0.0019,0.1353,0.0084,location_sf,Day,198,30,2019-03-21,Thursday,15,15:22:56,segment-16087604685956889409_40_000_60_000_with_camera_labels.tfrecord
train,16093022852977039323_2981_100_3001_100,sunny,rain/storm,0.6466,0.2859,0.0427,0.0042,0.6466,0.0205,location_other,Day,198,20,2017-10-05,Thursday,8,08:39:58,segment-16093022852977039323_2981_100_3001_100_with_camera_labels.tfrecord
train,16102220208346880_1420_000_1440_000,sunny,rain/storm,0.4378,0.1064,0.3296,0.0363,0.4378,0.0898,location_sf,Day,199,30,2019-04-02,Tuesday,12,12:21:25,segment-16102220208346880_1420_000_1440_000_with_camera_labels.tfrecord
train,16105359875195888139_4420_000_4440_000,sunny,rain/storm,0.93,0.0038,0.0091,0.0309,0.93,0.0262,location_sf,Day,185,28,2019-02-13,Wednesday,7,07:53:30,segment-16105359875195888139_4420_000_4440_000_with_camera_labels.tfrecord
train,16121633832852116614_240_000_260_000,sunny,rain/storm,0.7922,0.0069,0.0787,0.0141,0.7922,0.1081,location_sf,Day,198,30,2018-12-03,Monday,11,11:34:06,segment-16121633832852116614_240_000_260_000_with_camera_labels.tfrecord
train,16153607877566142572_2262_000_2282_000,sunny,foggy/hazy,0.5189,0.0255,0.1734,0.5189,0.2185,0.0637,location_other,Day,199,30,2017-11-22,Wednesday,7,07:38:26,segment-16153607877566142572_2262_000_2282_000_with_camera_labels.tfrecord
train,16191439239940794174_2245_000_2265_000,sunny,sun/clear,0.4028,0.4028,0.2418,0.0147,0.2871,0.0537,location_phx,Day,199,40,2018-03-22,Thursday,15,15:17:18,segment-16191439239940794174_2245_000_2265_000_with_camera_labels.tfrecord
train,16202688197024602345_3818_820_3838_820,sunny,sun/clear,0.9407,0.9407,0.0193,0.0038,0.0202,0.0161,location_phx,Day,197,20,2017-10-05,Thursday,15,15:37:37,segment-16202688197024602345_3818_820_3838_820_with_camera_labels.tfrecord
train,16208935658045135756_4412_730_4432_730,sunny,foggy/hazy,0.4013,0.0032,0.0567,0.4013,0.3724,0.1665,location_phx,Day,199,40,2018-03-25,Sunday,17,17:32:08,segment-16208935658045135756_4412_730_4432_730_with_camera_labels.tfrecord
train,16224018017168210482_6353_500_6373_500,sunny,sun/clear,0.8947,0.8947,0.0582,0.009,0.0265,0.0116,location_phx,Day,199,30,2017-10-10,Tuesday,15,15:55:25,segment-16224018017168210482_6353_500_6373_500_with_camera_labels.tfrecord
train,16238753252899859750_1340_000_1360_000,sunny,rain/storm,0.7622,0.001,0.0093,0.0596,0.7622,0.168,location_sf,Day,199,30,2019-02-01,Friday,16,16:22:50,segment-16238753252899859750_1340_000_1360_000_with_camera_labels.tfrecord
train,16262849101474060261_3459_585_3479_585,sunny,sun/clear,0.9901,0.9901,0.0048,0.0005,0.0017,0.003,location_phx,Day,198,30,2017-10-23,Monday,12,12:25:36,segment-16262849101474060261_3459_585_3479_585_with_camera_labels.tfrecord
train,16331619444570993520_1020_000_1040_000,sunny,rain/storm,0.8699,0.0001,0.0018,0.003,0.8699,0.1252,location_sf,Day,199,30,2019-05-14,Tuesday,19,19:18:12,segment-16331619444570993520_1020_000_1040_000_with_camera_labels.tfrecord
train,16336545122307923741_486_637_506_637,sunny,sun/clear,0.9213,0.9213,0.0162,0.0035,0.0213,0.0377,location_phx,Day,198,40,2017-11-08,Wednesday,11,11:08:17,segment-16336545122307923741_486_637_506_637_with_camera_labels.tfrecord
train,16341778301681295961_178_800_198_800,sunny,rain/storm,0.2812,0.1515,0.2507,0.1963,0.2812,0.1203,location_phx,Day,199,30,2017-10-24,Tuesday,16,16:47:36,segment-16341778301681295961_178_800_198_800_with_camera_labels.tfrecord
train,16345319168590318167_1420_000_1440_000,sunny,rain/storm,0.758,0.0011,0.0166,0.0051,0.758,0.2193,location_sf,Day,198,30,2019-03-25,Monday,7,07:58:14,segment-16345319168590318167_1420_000_1440_000_with_camera_labels.tfrecord
train,16372013171456210875_5631_040_5651_040,sunny,sun/clear,0.594,0.594,0.0614,0.0054,0.3165,0.0227,location_other,Day,199,30,2017-10-04,Wednesday,15,15:30:29,segment-16372013171456210875_5631_040_5651_040_with_camera_labels.tfrecord
train,16388696051060074747_140_000_160_000,sunny,rain/storm,0.837,0.0037,0.088,0.0476,0.837,0.0237,location_sf,Day,199,30,2019-02-13,Wednesday,9,09:00:27,segment-16388696051060074747_140_000_160_000_with_camera_labels.tfrecord
train,16403578704435467513_5133_870_5153_870,sunny,sun/clear,0.8812,0.8812,0.0654,0.0028,0.0362,0.0143,location_phx,Day,199,20,2017-10-10,Tuesday,12,12:39:28,segment-16403578704435467513_5133_870_5153_870_with_camera_labels.tfrecord
train,16435050660165962165_3635_310_3655_310,sunny,rain/storm,0.6445,0.0679,0.0957,0.0084,0.6445,0.1835,location_other,Day,199,20,2017-10-03,Tuesday,16,16:36:54,segment-16435050660165962165_3635_310_3655_310_with_camera_labels.tfrecord
train,16470190748368943792_4369_490_4389_490,sunny,sun/clear,0.5661,0.5661,0.0491,0.0138,0.3257,0.0454,location_phx,Dawn/Dusk,197,30,2017-10-16,Monday,7,07:05:39,segment-16470190748368943792_4369_490_4389_490_with_camera_labels.tfrecord
train,16473613811052081539_1060_000_1080_000,sunny,rain/storm,0.6481,0.0581,0.0144,0.0077,0.6481,0.2717,location_sf,Dawn/Dusk,197,30,2018-11-26,Monday,16,16:57:58,segment-16473613811052081539_1060_000_1080_000_with_camera_labels.tfrecord
train,16485056021060230344_1576_741_1596_741,sunny,sun/clear,0.9822,0.9822,0.0132,0.0004,0.0025,0.0018,location_phx,Day,198,40,2017-12-04,Monday,14,14:55:12,segment-16485056021060230344_1576_741_1596_741_with_camera_labels.tfrecord
train,16504318334867223853_480_000_500_000,sunny,rain/storm,0.887,0.0029,0.0053,0.0088,0.887,0.0961,location_sf,Dawn/Dusk,199,20,2018-11-26,Monday,16,16:48:18,segment-16504318334867223853_480_000_500_000_with_camera_labels.tfrecord
train,16511546224219511043_6226_000_6246_000,rain,foggy/hazy,0.892,0.0219,0.0544,0.892,0.0262,0.0056,location_phx,Dawn/Dusk,199,20,2018-02-14,Wednesday,18,18:21:50,segment-16511546224219511043_6226_000_6246_000_with_camera_labels.tfrecord
train,16534202648288984983_900_000_920_000,sunny,sun/clear,0.9309,0.9309,0.0124,0.0003,0.0081,0.0483,location_sf,Day,199,30,2019-05-31,Friday,16,16:04:26,segment-16534202648288984983_900_000_920_000_with_camera_labels.tfrecord
train,16552287303455735122_7587_380_7607_380,sunny,rain/storm,0.4507,0.3201,0.1924,0.0047,0.4507,0.0322,location_phx,Dawn/Dusk,199,30,2018-02-10,Saturday,18,18:12:46,segment-16552287303455735122_7587_380_7607_380_with_camera_labels.tfrecord
train,16561295363965082313_3720_000_3740_000,sunny,rain/storm,0.6293,0.0104,0.049,0.0115,0.6293,0.2998,location_sf,Day,199,30,2019-05-15,Wednesday,16,16:30:36,segment-16561295363965082313_3720_000_3740_000_with_camera_labels.tfrecord
train,16578409328451172992_3780_000_3800_000,sunny,rain/storm,0.9759,0.0012,0.0108,0.0016,0.9759,0.0104,location_sf,Day,198,30,2019-05-08,Wednesday,11,11:48:52,segment-16578409328451172992_3780_000_3800_000_with_camera_labels.tfrecord
train,16600468011801266684_1500_000_1520_000,sunny,rain/storm,0.9637,0.0001,0.0012,0.0013,0.9637,0.0336,location_sf,Day,198,30,2019-05-09,Thursday,18,18:00:33,segment-16600468011801266684_1500_000_1520_000_with_camera_labels.tfrecord
train,16608525782988721413_100_000_120_000,sunny,rain/storm,0.8123,0.0275,0.0625,0.0526,0.8123,0.0451,location_sf,Day,198,30,2019-03-12,Tuesday,15,15:31:51,segment-16608525782988721413_100_000_120_000_with_camera_labels.tfrecord
train,16625429321676352815_1543_860_1563_860,sunny,sun/clear,0.9903,0.9903,0.0062,0.0005,0.0008,0.0022,location_phx,Day,199,20,2017-10-15,Sunday,11,11:32:27,segment-16625429321676352815_1543_860_1563_860_with_camera_labels.tfrecord
train,16646360389507147817_3320_000_3340_000,sunny,rain/storm,0.9352,0.0102,0.011,0.0051,0.9352,0.0385,location_sf,Day,199,30,2019-03-15,Friday,12,12:14:19,segment-16646360389507147817_3320_000_3340_000_with_camera_labels.tfrecord
train,16646502593577530501_4878_080_4898_080,sunny,sun/clear,0.4636,0.4636,0.0625,0.0161,0.3537,0.1041,location_other,Day,199,20,2017-10-13,Friday,15,15:15:42,segment-16646502593577530501_4878_080_4898_080_with_camera_labels.tfrecord
train,16651261238721788858_2365_000_2385_000,sunny,sun/clear,0.9612,0.9612,0.0237,0.0035,0.0063,0.0053,location_phx,Day,199,30,2018-04-04,Wednesday,8,08:31:06,segment-16651261238721788858_2365_000_2385_000_with_camera_labels.tfrecord
train,16652690380969095006_2580_000_2600_000,sunny,rain/storm,0.5331,0.0494,0.3584,0.0564,0.5331,0.0027,location_sf,Night,199,30,2019-02-22,Friday,20,20:42:57,segment-16652690380969095006_2580_000_2600_000_with_camera_labels.tfrecord
train,16676202516797441395_2460_000_2480_000,sunny,rain/storm,0.8103,0.0342,0.0924,0.0531,0.8103,0.0099,location_sf,Night,198,30,2019-02-26,Tuesday,20,20:13:32,segment-16676202516797441395_2460_000_2480_000_with_camera_labels.tfrecord
train,16676683078119047936_300_000_320_000,sunny,rain/storm,0.8914,0.0004,0.0153,0.0072,0.8914,0.0857,location_sf,Day,198,20,2019-02-12,Tuesday,10,10:59:21,segment-16676683078119047936_300_000_320_000_with_camera_labels.tfrecord
train,16735938448970076374_1126_430_1146_430,sunny,sun/clear,0.6013,0.6013,0.1473,0.0385,0.1543,0.0585,location_other,Day,198,40,2017-10-15,Sunday,16,16:14:46,segment-16735938448970076374_1126_430_1146_430_with_camera_labels.tfrecord
train,16793466851577046940_2800_000_2820_000,sunny,rain/storm,0.7266,0.0559,0.0204,0.0062,0.7266,0.1909,location_sf,Day,198,30,2019-05-29,Wednesday,18,18:05:01,segment-16793466851577046940_2800_000_2820_000_with_camera_labels.tfrecord
train,16797668128356194527_2430_390_2450_390,sunny,rain/storm,0.6722,0.1191,0.0325,0.0117,0.6722,0.1645,location_phx,Dawn/Dusk,199,40,2017-10-05,Thursday,17,17:41:18,segment-16797668128356194527_2430_390_2450_390_with_camera_labels.tfrecord
train,16801666784196221098_2480_000_2500_000,sunny,rain/storm,0.9671,0.0012,0.0194,0.0027,0.9671,0.0098,location_sf,Day,199,30,2019-03-25,Monday,9,09:57:58,segment-16801666784196221098_2480_000_2500_000_with_camera_labels.tfrecord
train,16873108320324977627_780_000_800_000,sunny,rain/storm,0.9065,0.0029,0.049,0.0064,0.9065,0.0353,location_sf,Day,199,30,2019-05-17,Friday,17,17:54:51,segment-16873108320324977627_780_000_800_000_with_camera_labels.tfrecord
train,16911037681440249335_700_000_720_000,sunny,rain/storm,0.7974,0.0086,0.0139,0.0067,0.7974,0.1734,location_sf,Day,199,30,2019-03-18,Monday,7,07:56:13,segment-16911037681440249335_700_000_720_000_with_camera_labels.tfrecord
train,169115044301335945_480_000_500_000,sunny,snow/frosty,0.3359,0.2804,0.0587,0.0025,0.3225,0.3359,location_sf,Day,198,30,2019-05-31,Friday,15,15:57:26,segment-169115044301335945_480_000_500_000_with_camera_labels.tfrecord
train,16951470340360921766_2840_000_2860_000,sunny,rain/storm,0.9194,0.0002,0.0046,0.0031,0.9194,0.0727,location_sf,Day,199,20,2019-05-14,Tuesday,12,12:10:05,segment-16951470340360921766_2840_000_2860_000_with_camera_labels.tfrecord
train,16977844994272847523_2140_000_2160_000,sunny,rain/storm,0.9433,0.0007,0.0036,0.0027,0.9433,0.0497,location_sf,Day,198,30,2019-05-09,Thursday,18,18:11:13,segment-16977844994272847523_2140_000_2160_000_with_camera_labels.tfrecord
train,17066133495361694802_1220_000_1240_000,sunny,rain/storm,0.8929,0.0049,0.0358,0.0091,0.8929,0.0573,location_sf,Day,198,30,2019-05-07,Tuesday,14,14:40:37,segment-17066133495361694802_1220_000_1240_000_with_camera_labels.tfrecord
train,17144150788361379549_2720_000_2740_000,sunny,rain/storm,0.7545,0.1338,0.0414,0.0068,0.7545,0.0636,location_sf,Day,199,30,2018-11-20,Tuesday,14,14:38:45,segment-17144150788361379549_2720_000_2740_000_with_camera_labels.tfrecord
train,17159836069183024120_640_000_660_000,sunny,rain/storm,0.9016,0.0018,0.0165,0.0035,0.9016,0.0767,location_sf,Day,199,20,2019-05-14,Tuesday,15,15:40:52,segment-17159836069183024120_640_000_660_000_with_camera_labels.tfrecord
train,17160696560226550358_6229_820_6249_820,sunny,sun/clear,0.9726,0.9726,0.0123,0.0017,0.011,0.0025,location_phx,Day,197,20,2017-10-13,Friday,13,13:16:53,segment-17160696560226550358_6229_820_6249_820_with_camera_labels.tfrecord
train,17216329305659006368_4800_000_4820_000,sunny,rain/storm,0.661,0.0248,0.1284,0.0918,0.661,0.0939,location_sf,Day,198,30,2018-11-29,Thursday,10,10:31:48,segment-17216329305659006368_4800_000_4820_000_with_camera_labels.tfrecord
train,17270469718624587995_5202_030_5222_030,sunny,sun/clear,0.9759,0.9759,0.0105,0.0013,0.0056,0.0067,location_phx,Day,198,30,2017-10-27,Friday,15,15:43:57,segment-17270469718624587995_5202_030_5222_030_with_camera_labels.tfrecord
train,17295069199227237940_3160_000_3180_000,sunny,foggy/hazy,0.8544,0.0414,0.034,0.8544,0.0469,0.0233,location_phx,Day,198,40,2018-02-14,Wednesday,17,17:30:44,segment-17295069199227237940_3160_000_3180_000_with_camera_labels.tfrecord
train,1730266523558914470_305_260_325_260,sunny,sun/clear,0.9212,0.9212,0.0223,0.0019,0.0477,0.0068,location_phx,Day,197,19,2017-10-15,Sunday,10,10:00:46,segment-1730266523558914470_305_260_325_260_with_camera_labels.tfrecord
train,17330200445788773877_2700_000_2720_000,sunny,rain/storm,0.9386,0.002,0.0161,0.0061,0.9386,0.0373,location_sf,Day,199,30,2019-02-12,Tuesday,12,12:48:23,segment-17330200445788773877_2700_000_2720_000_with_camera_labels.tfrecord
train,17342274091983078806_80_000_100_000,sunny,rain/storm,0.8925,0.011,0.0246,0.0086,0.8925,0.0633,location_sf,Day,198,30,2019-03-21,Thursday,17,17:48:23,segment-17342274091983078806_80_000_100_000_with_camera_labels.tfrecord
train,17356174167372765800_1720_000_1740_000,sunny,rain/storm,0.5102,0.0774,0.2794,0.1224,0.5102,0.0105,location_sf,Night,198,30,2019-03-26,Tuesday,6,06:26:45,segment-17356174167372765800_1720_000_1740_000_with_camera_labels.tfrecord
train,17364342162691622478_780_000_800_000,sunny,cloudy/overcast,0.3643,0.1417,0.3643,0.2422,0.2401,0.0117,location_sf,Dawn/Dusk,199,30,2019-03-22,Friday,6,06:52:50,segment-17364342162691622478_780_000_800_000_with_camera_labels.tfrecord
train,1737018592744049492_1960_000_1980_000,sunny,rain/storm,0.8295,0.0186,0.0812,0.0119,0.8295,0.0588,location_sf,Day,199,30,2019-03-28,Thursday,7,07:55:16,segment-1737018592744049492_1960_000_1980_000_with_camera_labels.tfrecord
train,17386176497741125938_2180_000_2200_000,sunny,rain/storm,0.9778,0.0001,0.0017,0.0054,0.9778,0.0149,location_sf,Day,199,20,2019-05-15,Wednesday,8,08:29:54,segment-17386176497741125938_2180_000_2200_000_with_camera_labels.tfrecord
train,17386718718413812426_1763_140_1783_140,sunny,sun/clear,0.9904,0.9904,0.004,0.0005,0.0011,0.0039,location_phx,Day,199,40,2017-12-15,Friday,14,14:38:52,segment-17386718718413812426_1763_140_1783_140_with_camera_labels.tfrecord
train,17388121177218499911_2520_000_2540_000,sunny,rain/storm,0.4865,0.0443,0.3959,0.008,0.4865,0.0653,location_sf,Day,198,30,2019-05-14,Tuesday,10,10:30:10,segment-17388121177218499911_2520_000_2540_000_with_camera_labels.tfrecord
train,17407069523496279950_4354_900_4374_900,sunny,rain/storm,0.4656,0.2778,0.2138,0.0062,0.4656,0.0365,location_other,Day,198,30,2017-10-29,Sunday,15,15:03:16,segment-17407069523496279950_4354_900_4374_900_with_camera_labels.tfrecord
train,17437352085580560526_2120_000_2140_000,sunny,rain/storm,0.7801,0.0063,0.0839,0.0483,0.7801,0.0814,location_sf,Day,199,30,2019-02-13,Wednesday,15,15:35:57,segment-17437352085580560526_2120_000_2140_000_with_camera_labels.tfrecord
train,17547795428359040137_5056_070_5076_070,sunny,sun/clear,0.8861,0.8861,0.0219,0.0046,0.048,0.0394,location_phx,Day,199,30,2017-10-03,Tuesday,7,07:38:50,segment-17547795428359040137_5056_070_5076_070_with_camera_labels.tfrecord
train,17552108427312284959_3200_000_3220_000,sunny,rain/storm,0.6661,0.0086,0.0122,0.0096,0.6661,0.3035,location_sf,Day,198,30,2019-05-29,Wednesday,18,18:11:41,segment-17552108427312284959_3200_000_3220_000_with_camera_labels.tfrecord
train,17564868480517233150_3643_000_3663_000,sunny,rain/storm,0.5458,0.0024,0.0226,0.3467,0.5458,0.0825,location_other,Day,198,40,2018-01-09,Tuesday,11,11:03:53,segment-17564868480517233150_3643_000_3663_000_with_camera_labels.tfrecord
train,175830748773502782_1580_000_1600_000,sunny,rain/storm,0.8395,0.0311,0.0837,0.041,0.8395,0.0047,location_sf,Night,198,30,2019-03-21,Thursday,20,20:51:45,segment-175830748773502782_1580_000_1600_000_with_camera_labels.tfrecord
train,1758724094753801109_1251_037_1271_037,sunny,sun/clear,0.9896,0.9896,0.0065,0.0005,0.0011,0.0023,location_phx,Day,199,30,2017-10-16,Monday,11,11:01:52,segment-1758724094753801109_1251_037_1271_037_with_camera_labels.tfrecord
train,17597174721305220109_178_000_198_000,sunny,snow/frosty,0.6152,0.0013,0.0132,0.1408,0.2296,0.6152,location_phx,Day,198,40,2018-02-14,Wednesday,17,17:07:54,segment-17597174721305220109_178_000_198_000_with_camera_labels.tfrecord
train,17601040886987343289_472_000_492_000,sunny,rain/storm,0.7226,0.0005,0.0181,0.2089,0.7226,0.0499,location_other,Day,199,40,2018-03-23,Friday,10,10:40:38,segment-17601040886987343289_472_000_492_000_with_camera_labels.tfrecord
train,17642771458376274038_2080_000_2100_000,sunny,rain/storm,0.9582,0.0009,0.0084,0.0077,0.9582,0.0248,location_sf,Day,198,20,2019-01-17,Thursday,8,08:14:16,segment-17642771458376274038_2080_000_2100_000_with_camera_labels.tfrecord
train,17647858901077503501_1500_000_1520_000,sunny,snow/frosty,0.9356,0.0001,0.0012,0.001,0.0621,0.9356,location_sf,Day,198,30,2019-05-07,Tuesday,18,18:04:54,segment-17647858901077503501_1500_000_1520_000_with_camera_labels.tfrecord
train,17674974223808194792_8787_692_8807_692,sunny,sun/clear,0.9731,0.9731,0.0088,0.0008,0.0066,0.0108,location_phx,Day,199,30,2017-10-26,Thursday,13,13:10:20,segment-17674974223808194792_8787_692_8807_692_with_camera_labels.tfrecord
